SKU,Merchant Item ID,Product Name,Description,Short Description,Status,Stock,Tax Rate,Regular Price,Sale Price,Weight (Kgs),Brand,Category,Sub Category Lvl 1,Sub Category Lvl 2,Sub Category Lvl 3,Sub Category Lvl 4,Sub Category Lvl 5,Sub Category Lvl 6,Images,Features 1,Features 2,Features 3,Features 4
215,215,Cooking Range 2 Indian Burner,,,Publish,10,0,,0,0,Johar Traders,Indian Range,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/9WSZAJ7RWY-20200502-033156.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Cooking-Range-2-Burner.jpeg",,,,
216,216,Cooking Range 3 Indian Burner,,,Publish,10,0,,0,0,Johar Traders,Indian Range,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/4UFXOQUS45-20200502-033353.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/YJ9W3JOD9R-20200913-132019.jpg",,,,
217,217,Cooking Range Single Indian Burner,,,Publish,10,0,,0,0,Johar Traders,Indian Range,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/1MGK4MJLR5-20200502-034632.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Cooking-Range-Single-Burner.jpg",,,,
218,218,Brass Tandoor Gas & Charcoal,,,Publish,10,0,,0,0,Johar Traders,Tandoor Machine,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/HU9EVZ4ZQV-20200502-042531.jpg,,,,
219,219,Cooking Range 4 Burner with Oven,,,Publish,10,0,,0,0,Johar Traders,Indian Range,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/8RW656FVNP-20200913-132159.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/K4P8UQ4QFB-20200913-132209.jpg",,,,
220,220,Cooking Range 4 Burner SS,,,Publish,10,0,,0,0,Johar Traders,Indian Range,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/I1Y3WGBDJW-20200913-132345.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Cooking-Range-4Burner-Indian.png",,,,
221,221,Chapatti Tawa with Puffer Tabletop,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Gas Ranges,Cooking Range Commercial,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/RDPG7DFTW2-20200925-134036.jpg,,,,
222,222,Chapatti Tawa with Puffer Stand Model,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Gas Ranges,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/G2KOVZ685F-20200925-134113.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Chapatti-tawa-with-puffer-plate-.jpg",,,,
223,223,Induction Cooktop Sink-IN Model,,,Publish,10,0,,0,0,Johar Traders,Induction Equipments,Cooking Range Commercial,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/GMPWOUU257-20201108-035107.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/38IBD5OHMY-20201108-035116.jpg",,,,
224,224,SS Gas / Charcoal Tandoor,,,Publish,10,0,,0,0,Johar Traders,Tandoor Machine,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/7MLE5AU1CS-20200309-025411.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/1RGA64QA9F-20200308-084101.jpg",,,,
225,225,Cream Seperator Motorised 165 Ltr,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/8DDBJTHGBG-20200101-061808.jpg,,,,
226,226,Cream Seperator Motorised 500ltr,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/SMOPF298MN-20200101-061902.jpg,,,,
227,227,Cream Seperator Motorised 65ltr,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/UMDWM69D2S-20200101-061947.jpg,,,,
228,228,Cream Seperator Motorised 100ltr,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/3VH2FDRIWD-20200102-055515.jpg,,,,
229,229,Dosa Bhatti MS Tabletop,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/PR8J4U814G-20200202-030034.jpg,,,,
230,230,Electric Tandoor SS,,,Publish,10,0,,0,0,Johar Traders,Tandoor Machine,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/QTMB4LTKAE-20200203-025206.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/KKD2LFL29R-20200203-025226.jpg",,,,
231,231,Halwa Machine,,,Publish,10,0,,0,0,Johar Traders,Sweet Making Machines,Dairy Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/H5AXB6S4AM-20200204-054059.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/6IGTGNQPHQ-20210529-050702.jpg",,,,
232,232,Diesel Bhatti,,,Publish,10,0,,0,0,Johar Traders,Diesel Bhatti,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/M7CEZ6RN4D-20200204-054958.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/NTFOSB2GT4-20200925-140709.jpg",,,,
233,233,Cream Seperator Manual 65ltr,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/NKTDSZOPXO-20200309-002809.jpg,,,,
234,234,Cream Seperator Hand/Power 165 Ltr,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/LACO55A41Z-20200309-002922.jpg,,,,
235,235,Dosa Tawa Gas Floor Model,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/WZMUR4V83R-20200406-051740.jpg,,,,
236,236,Dosa Tawa SS Floor Model,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/DDNVJ4M2UC-20200406-051756.jpg,,,,
237,237,Dosa Bhatti SS Tabletop,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/XFO2YZ8GZ3-20200406-134917.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Dosa-Bhatti-Floor-Model-SS-1.jpg",,,,
238,238,"Round SS Tandoor 24""",,,Publish,10,0,,0,0,Johar Traders,Tandoor Machine,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/M5R6V7EJCX-20200502-041241.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/LWXUP3PG16-20200502-041221.jpg",,,,
239,239,MS Tandoor Round Gas& Charcoal,,,Publish,10,0,,0,0,Johar Traders,Tandoor Machine,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/M2OYF86UCR-20200502-042511.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Tandoor-MS-24inch-Gas-Charcoal-1.png",,,,
240,240,Copper Tandoor Gas & Charcoal,,,Publish,10,0,,0,0,Johar Traders,Tandoor Machine,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/SJQB3H38P6-20200502-042552.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Tandoor-Round-Copper-.jpg",,,,
241,241,SS BBQ Griller Gas/Charcoal,,,Publish,10,0,,0,0,Johar Traders,BBQ Griller,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/PB1MCMGKY2-20200502-042611.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/BBQ-griller-28x14-gas-Charcoal-2.png",,,,
242,242,Tandoor with BBQ SS Gas/ Charcoal,,,Publish,10,0,,0,0,Johar Traders,BBQ Griller,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/NDVNUEO7DE-20201109-114957.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/JJV9VI9YAA-20201109-114949.jpg",,,,
243,243,Bulk Milk Chiller,,,Publish,10,0,,0,0,Johar Traders,Milk Chiller,Dairy Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/JVM8ZUAIPJ-20210524-054912.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/LRCWZIFKIE-20210524-054925.jpg",,,,
244,244,Electric Motor Pump Set,"<p>Our valuable client can avail high quality collection of <strong>Electric Motor Pump Set</strong> from us.&nbsp; This product is highly demanded across the market due to its high quality and durability. These products are made strictly as per the industry defined quality norms and standards by employing the modern methods of production. Moreover, this range can be availed at market leading prices from us within the assured period of time.</p>
 <h3>Features:</h3>
 <ul>
 <li>High performance</li>
 <li>Sturdy designs</li>
 <li>Longer service life</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Electric Pump & Motors,Food Machinery,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/SXJY3QTCUX-20190107-065805.jpg,,,,
245,245,Tilting Khoa Machine,,,Publish,10,0,,0,0,Johar Traders,Khoa Machine,Dairy Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/1KBYTP8D4Z-20200102-055342.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/TVUY1UYNB3-20191218-075905.jpg",,,,
246,246,Khoa Machine SS,,,Publish,10,0,,0,0,Johar Traders,Khoa Machine,Dairy Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/5Z83WAWESO-20200101-061328.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/HINN7TU9MN-20191218-075945.jpg",,,,
247,247,Musta Machine,,,Publish,10,0,,0,0,Johar Traders,Sweet Making Machines,Dairy Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/HYX29VNFHT-20200203-021230.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/EC7HL6EY6L-20200101-062051.jpg",,,,
248,248,Milking Machine,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/Y8HOCEEOZE-20200101-062535.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Milking-Machine-.jpg",,,,
249,249,Paneer Press Machine,,,Publish,10,0,,0,0,Johar Traders,Sweet Making Machines,Dairy Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/2PG9DYFWAY-20200102-054114.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/RYGMVJFTOF-20201108-043143.jpg",,,,
250,250,Chaff Cutter Machine,,,Publish,10,0,,0,0,Johar Traders,Chaff / Bichalli Cutter Machines,Food Machinery,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/8SZDEAU21G-20200406-051822.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/9N4ES3NY33-20200308-032245.jpg",,,,
251,251,Milk Analyzer Machine,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/T9L9JJMTW1-20200309-030100.jpg,,,,
252,252,Bichalli Cutter Machine,,,Publish,10,0,,0,0,Johar Traders,Chaff / Bichalli Cutter Machines,Food Machinery,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/XN7RAYD9O6-20200406-051320.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/7GOBU3XAO8-20200820-061245.jpg",,,,
253,253,Bichalli Cutter 3 Blade Machine,,,Publish,10,0,,0,0,Johar Traders,Chaff / Bichalli Cutter Machines,Food Machinery,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/YNOTRVAW1N-20200820-061613.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/CQ9BS95113-20200820-061621.jpg",,,,
254,254,Milk Analyzer Machine,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/T9L9JJMTW1-20200309-030100.jpg,,,,
255,255,Chaff Cutter Box Type,,,Publish,10,0,,0,0,Johar Traders,Chaff / Bichalli Cutter Machines,Food Machinery,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/REETOEA7I2-20200821-053232.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/XWWU7YFLJO-20210522-090747.jpg",,,,
256,256,Chaff Cutter Cum Pulverizer Machine,,,Publish,10,0,,0,0,Johar Traders,Chaff / Bichalli Cutter Machines,Food Machinery,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/R7BV8FO7WU-20210522-090653.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/E8F7S2OYDW-20200821-053324.jpg",,,,
257,257,Chaff Cutter Blower Type,,,Publish,10,0,,0,0,Johar Traders,Chaff / Bichalli Cutter Machines,Food Machinery,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/RTW6CTKECF-20200821-053615.jpg,,,,
258,258,Automatic Supari Sali Cutter Machine,,,Publish,10,0,,0,0,Johar Traders,Supari Machines,Supari Cutting & Pulper Machines,Food Machinery,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/HSVJR8IT1H-20200822-140753.jpg,,,,
259,259,Electric Motor TEFC Body,,,Publish,10,0,,0,0,Johar Traders,Electric Pump & Motors,Food Machinery,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/PAQEN5I2VY-20200913-133824.jpg,,,,
260,260,Khoa Machine Double Rotation,,,Publish,10,0,,0,0,Johar Traders,Khoa Machine,Dairy Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/V2TPYH14NO-20201108-035945.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/DRDK1IEIIV-20201108-040004.jpg",,,,
261,261,Pallet Making Machine,,,Publish,10,0,,0,0,Johar Traders,Pellet Machine,Food Machinery,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/SI7UL5U1FA-20201108-043055.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/NKDZLW4LUH-20210524-050916.jpg",,,,
262,262,Horizontal Chaff Cutter Cum Pulverizer Cum Atta Chakki,,,Publish,10,0,,0,0,Johar Traders,Chaff / Bichalli Cutter Machines,Food Machinery,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/652WJ5J6W2-20210523-060149.jpg,,,,
263,263,Compaq Chaff Cutter Horizontal Type,,,Publish,10,0,,0,0,Johar Traders,Chaff / Bichalli Cutter Machines,Food Machinery,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/UZ5BU2PAEH-20210523-060339.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/1NSIKX13KF-20210523-060349.jpg",,,,
264,264,Coffee Vending Machine,"<p>We are providing an extensive array of <strong>Coffee Vending Machine</strong> for our valuable customers. These machines are fabricated with superb quality material and components to ensure their long lasting performance and unmatched quality. These products are widely demanded and appreciated across the industry for their higher performance and trouble free operation. Apart from this, we are offering these products at leading prices to the customers.</p>
 <h3>Features:</h3>
 <ul>
 <li>Durability</li>
 <li>Sturdy construction</li>
 <li>High performance</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Coffee Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/UFAFKST8CW-20190215-060719.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/477P6HZ3DW-20190107-064408.jpg",,,,
265,265,Pop Corn Machine Electric Small,,,Publish,10,0,,0,0,Johar Traders,Pop Corn Machine,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/46PZNPOP8O-20190201-055007.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Pop-Corn-PO-6B-SACO-PRO.jpg",,,,
266,266,Pop Corn Machine Gas SS,,,Publish,10,0,,0,0,Johar Traders,Pop Corn Machine,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/9YGQZG99SP-20190201-060558.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Pop-Corn-Gas-2-.png",,,,
267,267,Candy Floss Machine Electric,,,Publish,10,0,,0,0,Johar Traders,Candy Floss Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/TGK98GVWYG-20190215-054949.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/J1UZATD9I4-20190215-055008.jpg",,,,
268,268,Amazon Coffee Vending Machine,,,Publish,10,0,,0,0,Johar Traders,Coffee Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/G1SRFK5FVU-20200913-132439.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/ATV4CVRDFI-20190215-061108.jpg",,,,
269,269,Cappuccino Coffee Machine,,,Publish,10,0,,0,0,Johar Traders,Coffee Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/KOGPFXSRGB-20190215-062741.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Coffee-Cappacino-Mach.jpg",,,,
270,270,Akasa Pop Corn Machines,,,Publish,10,0,,0,0,Johar Traders,Pop Corn Machine,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/YRWXXILPYI-20190215-070716.jpg,,,,
271,271,Pop Corn Gas SS Small,,,Publish,10,0,,0,0,Johar Traders,Pop Corn Machine,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/SAVMIKWGNE-20200202-032754.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/BX4CIG5CI7-20201108-044459.jpg",,,,
272,272,Pulper Machine,,,Publish,10,0,,0,0,Johar Traders,Pulper Machine,Supari Cutting & Pulper Machines,Food Machinery,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/MPQJXRB5G6-20200402-141021.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/7WX3VA9L3P-20200820-054656.jpg",,,,
273,273,Candy Floss Machine Trolley Type,,,Publish,10,0,,0,0,Johar Traders,Candy Floss Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/29IPPCQALZ-20200406-051251.jpg,,,,
274,274,Coffee Expresso Machine SS,,,Publish,10,0,,0,0,Johar Traders,Coffee Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/4IX7EGB2CE-20200925-134840.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/I5QFHNXLUU-20200925-134850.jpg",,,,
275,275,Manual Sugar Candy Machine,,,Publish,10,0,,0,0,Johar Traders,Candy Floss Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/DHGP5IQKV8-20200423-185249.jpg,,,,
276,276,Filter Coffee Machine,,,Publish,10,0,,0,0,Johar Traders,Coffee Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/4SMWPWA2L7-20200423-190253.jpg,,,,
277,277,Candy Floss Machine Heavy,,,Publish,10,0,,0,0,Johar Traders,Candy Floss Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/GO5CU2A3I8-20200502-045443.jpg,,,,
278,278,"All Models Pop Corn, Candy Floss, Coffee Machines",,,Publish,10,0,,0,0,Johar Traders,Candy Floss Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/W8WOSRLWLM-20200607-114349.JPG,https://www.johartraders.in/wp-content/uploads/2023/08/UX1VBXWT5L-20200607-114410.JPG",,,,
279,279,Supari Tukda Cutting Machine,,,Publish,10,0,,0,0,Johar Traders,Supari Machines,Supari Cutting & Pulper Machines,Food Machinery,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/RM2ZZR6HBF-20200820-055019.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/V6UYGIF37Y-20200820-055009.jpg",,,,
280,280,Supari Chips Cutting Machine,,,Publish,10,0,,0,0,Johar Traders,Supari Machines,Supari Cutting & Pulper Machines,Food Machinery,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/IKR5XHU5IU-20210523-072044.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/VX6JM7WZS2-20200820-065157.gif",,,,
281,281,Supari 2in1 Cutting Machine,,,Publish,10,0,,0,0,Johar Traders,Supari Machines,Supari Cutting & Pulper Machines,Food Machinery,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/N85A4NUD2V-20200820-065254.gif,,,,
282,282,Pulper SS Body,,,Publish,10,0,,0,0,Johar Traders,Pulper Machine,Supari Cutting & Pulper Machines,Food Machinery,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/O6SAU8Z22Z-20200821-045147.jpg,,,,
283,283,Pop Corn Machine Double Jar,,,Publish,10,0,,0,0,Johar Traders,Pop Corn Machine,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/J6FJTFB8XL-20201108-044406.jpg,,,,
284,284,Steam Coffee Machine,"Owing to the dedications of well qualified professionals, we are presenting a best and most perfect quality assortment of <strong>Steam Coffee Machine</strong> to the customers. These products are produced with the firm assistance of best techniques and by applying quality assured basic inputs. These products are tested by best quality managers to keep it best and flawless at clients end. These are affordable in terms of prices and available in a wide variety of specifications.
 
 <h3>Features:</h3>
 
 <ul>
 
   <li>Hassle free usage</li>
 
   <li>Ideal for making in large quantities</li>
 
   <li>Food grade materials used</li>
 
 </ul>",,Publish,10,0,,0,0,Johar Traders,Coffee Machines,Pop Corn & Coffee Machines,Fun Food Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/PKKWYDDZPZ-20190107-064144.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/AFXLTUJBMC-20190215-055207.jpg",,,,
